Episode,Agent,Market,Difference,Strategy Wins (%)
1,0.8089275552826407,1.2479541734860846,-0.4390266182034439,
2,0.7824250321910327,1.5388397246804322,-0.7564146924893995,
3,0.6760147160993628,0.6574999999999999,0.01851471609936295,
4,0.6765602021626062,1.1120178041543034,-0.43545760199169725,
5,0.8487124347373358,1.1548780487804877,-0.3061656140431519,
6,0.7855301443760977,0.5843195266272184,0.20121061774887927,
7,0.7483532710668397,0.8439947780678853,-0.09564150700104557,
8,0.9411661892033443,0.942088091353997,-0.000921902150652687,
9,0.6743036175904124,0.7672052663075991,-0.09290164871718676,
10,0.8757476435299889,0.8480926430517715,0.02765500047821745,
11,0.8287353623360625,1.2716763005780358,-0.44294093824197334,
12,0.6625008806603051,0.6847599164926931,-0.022259035832387974,
13,0.8991782809397509,1.0089285714285714,-0.10975029048882046,
14,0.7083966633613086,0.7908915971776778,-0.08249493381636919,
15,1.0319403465165622,1.2385661310259608,-0.2066257845093986,
16,0.6895269995604865,0.9311258278145698,-0.2415988282540833,
17,0.5948375814785445,1.23974358974359,-0.6449060082650455,
18,0.6249512837318235,1.2145862552594657,-0.5896349715276422,
19,0.5837316537206851,0.976878612716764,-0.3931469589960789,
20,0.807390149525992,0.9960185799601855,-0.18862843043419353,
21,0.7834715923725423,0.8069705093833779,-0.023498917010835618,
22,1.1346709140063227,0.6729824561403501,0.46168845786597257,
23,0.6682989814284496,0.6930926216640511,-0.02479364023560149,
24,0.8421828371602945,0.8464977645305525,-0.004314927370257959,
25,0.9350619495701419,0.6861413043478268,0.24892064522231505,
26,0.5337004455943151,0.7828282828282818,-0.2491278372339667,
27,0.6849535649568881,1.3584905660377367,-0.6735370010808486,
28,0.7023221551208708,0.9028049575994788,-0.20048280247860795,
29,1.102822858940173,0.9886822958771239,0.1141405630630491,
30,0.7698587844207742,0.811249999999999,-0.04139121557922487,
31,0.686496130485607,1.5245901639344301,-0.8380940334488232,
32,0.8843357416774859,1.547717842323651,-0.6633821006461652,
33,0.5668158071507889,0.7048693586698336,-0.13805355151904464,
34,0.7134735692701168,0.5950226244343888,0.11845094483572804,
35,0.6079897820412257,0.7896399241945674,-0.18165014215334174,
36,0.6653931762805676,0.8395953757225427,-0.17420219944197513,
37,0.7465841602479165,0.8863636363636359,-0.1397794761157194,
38,0.68028915383086,1.2094861660079035,-0.5291970121770435,
39,0.6293119025572281,1.3146258503401347,-0.6853139477829066,
40,0.8064240201873659,1.3320235756385086,-0.5255995554511427,
41,0.6568399112856569,0.8008449004224492,-0.14400498913679227,
42,0.6990508745498455,0.6735537190082642,0.025497155541581273,
43,0.6160341036783522,1.1493333333333347,-0.5332992296549824,
44,0.7871566026558648,1.2778335005015051,-0.4906768978456403,
45,0.7162479663320193,1.5183714001986108,-0.8021234338665916,
46,0.976542102406455,0.9510373443983408,0.025504758008114248,
47,0.7003673161679763,1.4358974358974386,-0.7355301197294623,
48,0.8653975962643784,1.0089285714285714,-0.143530975164193,
49,0.7317143368170634,0.8690292758089373,-0.13731493899187386,
50,0.6740246470543781,1.110367892976588,-0.43634324592220974,
51,0.8281774417503317,1.4164904862579266,-0.5883130445075949,
52,0.7990147506844489,1.0201450443190991,-0.2211302936346502,
53,1.22126537255216,1.0904704463208674,0.13079492623129263,
54,0.8524355953704111,1.0258264462809925,-0.17339085091058137,
55,0.6345292752267814,1.2178683385579914,-0.58333906333121,
56,0.9911397224892297,0.8181238034460749,0.17301591904315472,
57,1.0169192033482772,1.4558139534883727,-0.4388947501400955,
58,0.7960550465678985,0.7048693586698336,0.09118568789806492,
59,0.8368382633412575,1.1563169164882245,-0.319478653146967,
60,0.7049364153873576,1.2106084243369728,-0.5056720089496152,
61,0.5585648771118027,1.108536585365856,-0.5499717082540533,
62,0.8056143660567043,0.6424657534246587,0.1631486126320456,
63,0.7668632411466565,1.2345679012345712,-0.46770466008791467,
64,0.9479767840912485,1.2663495838287797,-0.3183727997375312,
65,0.9217557715295722,0.8499999999999999,0.07175577152957235,
66,0.7924555900981277,0.9102651257647868,-0.11780953566665908,
67,1.0376240064687707,1.2552011095700428,-0.2175771031012721,
68,0.6805939469332322,1.2518072289156643,-0.5712132819824322,
69,1.2837319981846356,1.0916844349680186,0.19204756321661698,
70,0.8527501780315514,1.4516129032258076,-0.5988627251942562,
71,0.48295300248729356,0.9834539813857307,-0.5005009788984371,
72,0.7485948519702414,0.5820895522388051,0.16650529973143635,
73,0.6387496762623915,0.4699999999999994,0.16874967626239212,
74,0.9423296123780941,0.9543230016313214,-0.011993389253227349,
75,1.123244008560324,0.8318345323740992,0.2914094761862247,
76,0.7120379846872228,0.8609865470852023,-0.1489485623979795,
77,0.9660176627603384,1.18840579710145,-0.2223881343411115,
78,0.5792882252234669,0.7209106239460372,-0.14162239872257032,
79,0.9857752987752035,0.9487179487179476,0.03705735005725597,
80,0.9107981441666713,1.4268440145102799,-0.5160458703436086,
81,0.8043616967127102,1.1941823899371031,-0.38982069322439294,
82,1.1771150660634075,1.2859237536656904,-0.1088086876022829,
83,0.7970228367615224,0.9353078721745902,-0.1382850354130678,
84,0.7818079861583194,0.5668202764976958,0.21498770966062353,
85,0.8535227739348695,0.8528082633957386,0.0007145105391309636,
86,0.7647882290667009,0.8657164291072762,-0.10092820004057534,
87,0.6711872550402136,0.6869699306090981,-0.015782675568884463,
88,0.8737193112421902,1.2407407407407414,-0.3670214294985512,
89,0.7765406072227081,0.8750000000000019,-0.09845939277729376,
90,0.7662991612072861,1.217048145224939,-0.45074898401765295,
91,0.8916874107465589,1.0114660114660132,-0.11977860071945434,
92,0.6606198840083707,0.7399880454273758,-0.07936816141900516,
93,1.0543953857821833,0.9102861562258318,0.14410922955635153,
94,0.7278628628995193,1.3084745762711827,-0.5806117133716634,
95,0.8630146752498735,0.6909340659340663,0.17208060931580726,
96,0.6743080863310923,0.7147937411095304,-0.04048565477843813,
97,0.8787756708902532,0.8636363636363642,0.015139307253889012,
98,0.7168433478578266,1.040650406504067,-0.3238070586462404,
99,0.7450994801601709,0.976878612716764,-0.2317791325565931,
100,0.5816504155714879,1.219117647058825,-0.6374672314873371,24.0
